rel_path,source,title,title_norm,published_raw,date_iso,cluster_size,cluster_sources_count,story_role
MC1/News Articles/Who What News/473.txt,Who What News,KRONOS GOVERNMENT PLANS TAX BREAKS TO ENCOURAGE FOREIGN INVESTMENT,KRONOS GOVERNMENT PLANS TAX BREAKS TO ENCOURAGE FOREIGN INVESTMENT,1992/12/12,1992-12-12,3,3,Derivative
MC1/News Articles/Who What News/59.txt,Who What News,HANK FLUSS GASTECH COO DIES AT 73,HANK FLUSS GASTECH COO DIES AT 73,2003/05/18,2003-05-18,3,3,Derivative
MC1/News Articles/Who What News/626.txt,Who What News,EXPLOSION ROCKS GASTECH'S TISKELE BEND SITE,EXPLOSION ROCKS GASTECH'S TISKELE BEND SITE,2000/08/15,2000-08-15,3,3,Primary
MC1/News Articles/Who What News/694.txt,Who What News,WELLNESS FOR ALL (WFA) BLASTS GASTECH AND KRONOS GOVT,WELLNESS FOR ALL (WFA) BLASTS GASTECH AND KRONOS GOVT,1998/11/14,1998-11-14,3,3,Derivative
MC1/News Articles/Who What News/716.txt,Who What News,SANJORGE JR CONDEMNS POK AS TERRORISTS,SANJORGE JR CONDEMNS POK AS TERRORISTS,2009/02/21,2009-02-21,1,1,Primary
MC1/News Articles/Who What News/732.txt,Who What News,UPGRADES NEEDED FOR ABILA'S DEEP WATER PORT,UPGRADES NEEDED FOR ABILA'S DEEP WATER PORT,1993/09/19,1993-09-19,3,3,Primary
MC1/News Articles/World Journal/126.txt,World Journal,The protests of Kronos burst in violence,THE PROTESTS OF KRONOS BURST IN VIOLENCE,2013/11/13,2013-11-13,1,1,Primary
MC1/News Articles/World Journal/149.txt,World Journal,Profile:  Elian Karel,PROFILE: ELIAN KAREL,2009/06/23,2009-06-23,6,6,Derivative
MC1/News Articles/World Journal/180.txt,World Journal,The race of boat stopped before starting,THE RACE OF BOAT STOPPED BEFORE STARTING,2010/03/05,2010-03-05,1,1,Primary
MC1/News Articles/World Journal/279.txt,World Journal,The perspicacity of an expert: prosperity as foreign PRESIDENT in Kronos,THE PERSPICACITY OF AN EXPERT: PROSPERITY AS FOREIGN PRESIDENT IN KRONOS,2014/03/26,2014-03-26,1,1,Primary
MC1/News Articles/World Journal/351.txt,World Journal,The police force of Abila breaks upwards rest-in turned violent one with the presidential manor,THE POLICE FORCE OF ABILA BREAKS UPWARDS REST-IN TURNED VIOLENT ONE WITH THE PRESIDENTIAL MANOR,2012/06/21,2012-06-21,1,1,Primary
MC1/News Articles/World Journal/396.txt,World Journal,Employees of GASTech removed in Kronos,EMPLOYEES OF GASTECH REMOVED IN KRONOS,2014/01/21,2014-01-21,1,1,Primary
MC1/News Articles/World Journal/501.txt,World Journal,The central role of Centrum in the gas industry of Tethan,THE CENTRAL ROLE OF CENTRUM IN THE GAS INDUSTRY OF TETHAN,1982/10/04,1982-10-04,1,1,Primary
MC1/News Articles/World Journal/6.txt,World Journal,Four people died in a burning accident of road close to Elodis,FOUR PEOPLE DIED IN A BURNING ACCIDENT OF ROAD CLOSE TO ELODIS,2007/03/20,2007-03-20,1,1,Primary
MC1/News Articles/World Journal/646.txt,World Journal,"The guards of Kronos de Kronos declared the ""group of terrorist""","THE GUARDS OF KRONOS DE KRONOS DECLARED THE ""GROUP OF TERRORIST""",2009/02/23,2009-02-23,1,1,Primary
MC1/News Articles/World Journal/648.txt,World Journal,GAStech,GASTECH,2013/02/24,2013-02-24,4,4,Derivative
MC1/News Articles/World Journal/687.txt,World Journal,2014/03/26,2014/03/26,"October 21, 2013",2013-10-21,2,2,Primary
MC1/News Articles/World Journal/701.txt,World Journal,Total trunks of charity of drain of disasters,TOTAL TRUNKS OF CHARITY OF DRAIN OF DISASTERS,1999/11/15,1999-11-15,1,1,Primary
MC1/News Articles/World Journal/739.txt,World Journal,"The gas and oil industry of Kronos informed that it takes up its ""greater challenge in 20 years"" of due to the bottom grades of exploration.","THE GAS AND OIL INDUSTRY OF KRONOS INFORMED THAT IT TAKES UP ITS ""GREATER CHALLENGE IN 20 YEARS"" OF DUE TO THE BOTTOM GRADES OF EXPLORATION.",2012/02/21,2012-02-21,1,1,Primary
MC1/News Articles/World Journal/771.txt,World Journal,The gas pioneer projects the first wells at sea world at sea Mediterranean,THE GAS PIONEER PROJECTS THE FIRST WELLS AT SEA WORLD AT SEA MEDITERRANEAN,1984/05/04,1984-05-04,1,1,Primary
MC1/News Articles/World Journal/81.txt,World Journal,Hospital of Abila seeing the surge of the users of drug of originator,HOSPITAL OF ABILA SEEING THE SURGE OF THE USERS OF DRUG OF ORIGINATOR,2013/02/09,2013-02-09,1,1,Primary
MC1/News Articles/World Source/132.txt,World Source,Abila police break up sit-in turned violent at the presidential manor,ABILA POLICE BREAK UP SIT-IN TURNED VIOLENT AT THE PRESIDENTIAL MANOR,2012/06/20,2012-06-20,3,3,Primary
MC1/News Articles/World Source/353.txt,World Source,Profile:  Elian Karel,PROFILE: ELIAN KAREL,2009/06/22,2009-06-22,6,6,Primary
MC1/News Articles/World Source/393.txt,World Source,GAStech Profile,GASTECH PROFILE,2013/02/22,2013-02-22,2,2,Primary
MC1/News Articles/World Source/564.txt,World Source,Shale gas pioneer plans world's first offshore wells in Mediterranean Sea,SHALE GAS PIONEER PLANS WORLD'S FIRST OFFSHORE WELLS IN MEDITERRANEAN SEA,1984/05/03,1984-05-03,3,3,Primary
MC1/News Articles/World Source/643.txt,World Source,Kronos's Protectors of Kronos declared 'terrorist group',KRONOS'S PROTECTORS OF KRONOS DECLARED 'TERRORIST GROUP',2009/02/23,2009-02-23,3,3,Derivative
MC1/News Articles/World Source/728.txt,World Source,Centrum's central role in the Tethan Gas Industry,CENTRUM'S CENTRAL ROLE IN THE TETHAN GAS INDUSTRY,1982/10/02,1982-10-02,3,3,Primary
MC1/News Articles/World Source/762.txt,World Source,Charity Funds Limited,CHARITY FUNDS LIMITED,1999/11/14,1999-11-14,1,1,Primary
MC1/News Articles/World Source/775.txt,World Source,Multi-Country Task Force Formed,MULTI-COUNTRY TASK FORCE FORMED,2013/10/22,2013-10-22,2,2,Primary
MC1/News Articles/World Source/787.txt,World Source,GASTech Employees Kidnapped in Kronos,GASTECH EMPLOYEES KIDNAPPED IN KRONOS,2014/01/21,2014-01-21,3,3,Primary
MC1/News Articles/Worldwise/114.txt,Worldwise,The strikes of government treat international GAStech,THE STRIKES OF GOVERNMENT TREAT INTERNATIONAL GASTECH,1993/03/14,1993-03-14,1,1,Primary
MC1/News Articles/Worldwise/143.txt,Worldwise,Left equipment to improve,LEFT EQUIPMENT TO IMPROVE,1993/09/21,1993-09-21,1,1,Primary
MC1/News Articles/Worldwise/196.txt,Worldwise,Advantages of Kronos of foreign investment,ADVANTAGES OF KRONOS OF FOREIGN INVESTMENT,1998/01/19,1998-01-19,1,1,Primary
MC1/News Articles/Worldwise/228.txt,Worldwise,The Minister for health receives threats of POK,THE MINISTER FOR HEALTH RECEIVES THREATS OF POK,2012/03/08,2012-03-08,1,1,Primary
MC1/News Articles/Worldwise/274.txt,Worldwise,Conference of news of catch of police force on the kidnapping of GAStech,CONFERENCE OF NEWS OF CATCH OF POLICE FORCE ON THE KIDNAPPING OF GASTECH,2014/01/21,2014-01-21,1,1,Primary
MC1/News Articles/Worldwise/309.txt,Worldwise,The protest turns violent one in Abila,THE PROTEST TURNS VIOLENT ONE IN ABILA,2009/06/21,2009-06-21,1,1,Primary
MC1/News Articles/Worldwise/312.txt,Worldwise,Araullo announces the new construction of hospital,ARAULLO ANNOUNCES THE NEW CONSTRUCTION OF HOSPITAL,1995/11/22,1995-11-22,1,1,Primary
MC1/News Articles/Worldwise/5.txt,Worldwise,The ministry for health studies complaints of contamination,THE MINISTRY FOR HEALTH STUDIES COMPLAINTS OF CONTAMINATION,1998/11/10,1998-11-10,1,1,Primary
MC1/News Articles/Worldwise/538.txt,Worldwise,"Annual ends of gathering of POK in the riot, still","ANNUAL ENDS OF GATHERING OF POK IN THE RIOT, STILL",2013/06/22,2013-06-22,1,1,Primary
MC1/News Articles/Worldwise/553.txt,Worldwise,Attack of POK in Abila organizes,ATTACK OF POK IN ABILA ORGANIZES,2013/12/16,2013-12-16,1,1,Primary
MC1/News Articles/Worldwise/58.txt,Worldwise,The gas layers of curve of Tiskele thought more mainly than the first time,THE GAS LAYERS OF CURVE OF TISKELE THOUGHT MORE MAINLY THAN THE FIRST TIME,1996/03/14,1996-03-14,1,1,Primary
MC1/News Articles/Worldwise/589.txt,Worldwise,GAStech and Kronos celebrate association,GASTECH AND KRONOS CELEBRATE ASSOCIATION,2014/01/19,2014-01-19,1,1,Primary
MC1/News Articles/Worldwise/591.txt,Worldwise,Large opening of the new offices of GAStech,LARGE OPENING OF THE NEW OFFICES OF GASTECH,1995/10/11,1995-10-11,1,1,Primary
MC1/News Articles/Worldwise/593.txt,Worldwise,The activists disturb the traffic close to the fields of curve of Tiskele,THE ACTIVISTS DISTURB THE TRAFFIC CLOSE TO THE FIELDS OF CURVE OF TISKELE,2001/09/01,2001-09-01,1,1,Primary
MC1/News Articles/Worldwise/594.txt,Worldwise,POK removes employees of GAStech,POK REMOVES EMPLOYEES OF GASTECH,2014/01/20,2014-01-20,1,1,Primary
MC1/News Articles/Worldwise/620.txt,Worldwise,Protest of POK to the registered offices of police force of Abila,PROTEST OF POK TO THE REGISTERED OFFICES OF POLICE FORCE OF ABILA,2010/06/22,2010-06-22,1,1,Primary
MC1/News Articles/Worldwise/629.txt,Worldwise,"POK marked ""a public threat""","POK MARKED ""A PUBLIC THREAT""",2011/07/29,2011-07-29,1,1,Primary
MC1/News Articles/Worldwise/659.txt,Worldwise,"Additional taxes by champions of Nespola of minister on oil, formation of gas","ADDITIONAL TAXES BY CHAMPIONS OF NESPOLA OF MINISTER ON OIL, FORMATION OF GAS",1999/07/05,1999-07-05,1,1,Primary
MC1/News Articles/Worldwise/730.txt,Worldwise,Traffic of block of protesters to the fields of curve of Tiskele,TRAFFIC OF BLOCK OF PROTESTERS TO THE FIELDS OF CURVE OF TISKELE,2005/04/08,2005-04-08,1,1,Primary
MC1/News Articles/Worldwise/752.txt,Worldwise,Sanjorge Escapes from  GAStech removing at the HQ of GAStech,SANJORGE ESCAPES FROM GASTECH REMOVING AT THE HQ OF GASTECH,2014/01/21,2014-01-21,1,1,Primary
MC1/News Articles/Worldwise/755.txt,Worldwise,The government announces the tax tax incentives for the foreign investment,THE GOVERNMENT ANNOUNCES THE TAX TAX INCENTIVES FOR THE FOREIGN INVESTMENT,1993/01/20,1993-01-20,1,1,Primary
MC1/News Articles/Worldwise/765.txt,Worldwise,"The additional taxes on oil, formation of gas have demolishes the Parliament in general","THE ADDITIONAL TAXES ON OIL, FORMATION OF GAS HAVE DEMOLISHES THE PARLIAMENT IN GENERAL",2001/03/18,2001-03-18,1,1,Primary
MC1/News Articles/Worldwise/774.txt,Worldwise,Zone of Vandalize Siopa of protesters of POK,ZONE OF VANDALIZE SIOPA OF PROTESTERS OF POK,2011/06/21,2011-06-21,1,1,Primary
MC1/News Articles/Worldwise/780.txt,Worldwise,The Minister for health dies suddenly,THE MINISTER FOR HEALTH DIES SUDDENLY,2001/06/15,2001-06-15,1,1,Primary
MC1/News Articles/Worldwise/792.txt,Worldwise,"Kapelou calls POK ""a troop of the criminals""","KAPELOU CALLS POK ""A TROOP OF THE CRIMINALS""",2012/06/22,2012-06-22,1,1,Primary
MC1/News Articles/Worldwise/808.txt,Worldwise,The protest of POK at GAStech sits of the ends in the arrests,THE PROTEST OF POK AT GASTECH SITS OF THE ENDS IN THE ARRESTS,2009/02/20,2009-02-20,1,1,Primary
MC1/News Articles/Worldwise/815.txt,Worldwise,The Karel Chief of activist stopped for tax avoidance,THE KAREL CHIEF OF ACTIVIST STOPPED FOR TAX AVOIDANCE,2009/03/13,2009-03-13,1,1,Primary
MC1/News Articles/Worldwise/816.txt,Worldwise,gathering of birthday of POK Ends  in the riot,GATHERING OF BIRTHDAY OF POK ENDS IN THE RIOT,2012/06/21,2012-06-21,1,1,Primary
